userName,content,score,at
TERRY RAYMOND,"years back the event coin is used for exchange for new character, outfit and new 🛹board which makes me want to play more but recently it's only used for dubbling event token and at the end of the event it is exchanged to coin. I hope this update will have new character, outfit and 🛹 board to be unlocked.",5,2025-03-31 10:13:34
Gracy Charles,the best stress free game.... your the best,5,2025-03-31 10:10:24
אמיר סעד,good,5,2025-03-31 10:07:02
Imtiyaz Wani,the best game in world,5,2025-03-31 10:05:51
Ali Imran,i love this game very much 😀,5,2025-03-31 10:03:19
Sai Trading Company,roses are red violets are blue this this is best i have seen in my life,5,2025-03-31 10:02:04
DEMON_ GAMING,good,5,2025-03-31 10:00:58
Raja Pandi,super,5,2025-03-31 09:59:34
KAREN MELISSA Kumire,good experience,5,2025-03-31 09:57:35
Thandiwe Tembo,the game is fun and interesting,5,2025-03-31 09:57:04
Beng beng Laro,"Learn more,what kind you matter to do ever these game can call subway surfers that you excited 😆",5,2025-03-31 09:56:45
TARANNOM,a cool and interesting game👌🏻,5,2025-03-31 09:55:41
Jason Meggos,Good I like but many money,5,2025-03-31 09:55:03
jerry lesley,really good 👍👍👍👍👍 5/5 I love it,5,2025-03-31 09:54:29
NIJ Senju,love this game always give me pleasure,5,2025-03-31 09:53:23
Abdul Ahad Tadmod,Best. game,5,2025-03-31 09:50:54
Masoumeh Jafary,عالیه من عاشقشم فقط کاش یکم چالش برانگیز تر نی بود گاهی حوصله سر بر میشه,4,2025-03-31 09:49:51
rekha jain,"I love this game and this game is so addictive.I installed it like before 4 year and still am playing it so so so good.It's love this game.I recommend it, but the updates are really bad.That's why I got one star. Or other all things are very good And the new challenges are also good , but I feel like I wanna give this like 4 starts.That's why",4,2025-03-31 09:47:29
Benq Benq,I liked it nice timepass,5,2025-03-31 09:45:17
Ibongwe Madayile,Lowkey highkey this game should be winning awards for best game in history. Although when I play online and run and run and run and run. I hit a world record which was 10mil at the time and then when I had internet connection all of that progress I had completed vanished 😭,5,2025-03-31 09:44:37
Salman Younas,very very amazing and beautiful game 🎮,3,2025-03-31 09:41:19
Fortunate munemo,I love the updates in the game,5,2025-03-31 09:40:59
Minal Gaikwad,it is most likely and still favourite game it is old but it's gameplay never gets old and let it continue sybo,5,2025-03-31 09:40:55
shafan qasim,THE NOSTALGIA,5,2025-03-31 09:40:34
Imtiaz Shah,very best game,5,2025-03-31 09:39:35
Aradhya Gautam,so much fun game and nostalgic and upgrade is wooo,5,2025-03-31 09:37:27
Bharathmani,good,5,2025-03-31 09:36:04
Tecla Basweti,fantastic,4,2025-03-31 09:35:59
Ginni Verma,"this app is so good i really loved it its hunts,hoverbord, are so good nice game",5,2025-03-31 09:33:29
Mayur paknhi Saikia,in my childhood love this game . and now also love this game.🤗,5,2025-03-31 09:31:40
Parth Joshi,This game is best. Can you have harry potter themed skins and events next month PLEASE PLEASE,5,2025-03-31 09:30:54
Shuriti,It's amazing game.,5,2025-03-31 09:28:29
Muhammad Azlaan,very good game,5,2025-03-31 09:28:23
Mastina,Game is very good and nice,5,2025-03-31 09:27:07
Meera kumar Meera,രീതിൽ super,5,2025-03-31 09:25:48
layth dekkak,Great but I hate the forced ads,4,2025-03-31 09:24:02
Sugandha Sharma,The best game in the world i play this game for 10 to 12 months from Canada,5,2025-03-31 09:23:25
samrawit tabor,It is so good 👍,5,2025-03-31 09:23:10
elijah teguru,how do i save my progress in case i change my phone,5,2025-03-31 09:22:35
Jarin Pu,fantastic game. I loving it,4,2025-03-31 09:22:18
Fike Kuforiji,subway surfers is for all ages. I am a 65year old female and am addicted😀😍. Been playing for years but more now that am retired.😂😂 Keep up the good work Teams👏🌹😎,5,2025-03-31 09:19:44
Chelsie Lorenzo,best game ever!!!,5,2025-03-31 09:16:10
Parinetha Senthil,lost all my coins boards and keys suddenly!!!!!,1,2025-03-31 09:14:20
Sharvari Kulkarni,very very good game,5,2025-03-31 09:13:36
priya singh,best game I have ever played has very good graphics and very good chase game,5,2025-03-31 09:12:28
aku sejarah,bagus,4,2025-03-31 09:04:08
Rajii R,ok,1,2025-03-31 09:01:55
Safieh Heydrian,very nice,5,2025-03-31 09:01:09
Uzma Zaheer,good game,4,2025-03-31 09:00:27
Skerdi Shkalla,very good game I loved it when I was 6 yr and I still play it,5,2025-03-31 08:59:53
Micheal Icon,I accidentally deleted my subway surfers and lost all my progress is the a way get all my progress back,5,2025-03-31 08:58:52
Ishwar Ray,it's to amazing 👏 game,5,2025-03-31 08:56:09
Shailendra,this is very good game this game graphics are really fantastic,5,2025-03-31 08:52:47
Ahsan Ahmed,amazing game I play this game since my childhood,5,2025-03-31 08:52:41
Jacob Aller,FOREVER,5,2025-03-31 08:50:30
Munia Islam,Man this is the best game ever,5,2025-03-31 08:49:58
zangetsu,ads sucks and the game is rigged,1,2025-03-31 08:47:28
Manda srinu Srinu,very nice very good,5,2025-03-31 08:46:20
Kashif John,good,5,2025-03-31 08:45:33
vikas roham,game is best but no dificuilty,4,2025-03-31 08:44:32
Shaini Philipose,Best game in planet earth 🌏 🌍 🌎,5,2025-03-31 08:37:52
Hair Shankar Nayak,this game is good for me but one thing is my old I'd had gone,5,2025-03-31 08:37:15
LACHUPOORNA,soo good,5,2025-03-31 08:35:31
shaheen sayeedahmad peerzade,this game is just amazing,5,2025-03-31 08:34:49
Noah Caceres,"A classic chasing game where you can choose from many different subway runners in a 3 lane subway track. There is a new season with new opportunities of collaborations and new skins to play with every month, and there are events to keep you busy, and leaderboards!",4,2025-03-31 08:33:38
Krishna Katiyar,nice,5,2025-03-31 08:33:17
Rajneesh Kumar,good game,5,2025-03-31 08:30:18
Jane Ojone,i love this game and it is so much fun,5,2025-03-31 08:29:26
Ashley Cox,one of the best games I've ever played,5,2025-03-31 08:29:23
Minal Fatima,it's my favorite game,5,2025-03-31 08:28:33
Dhanpal Diwakar,really very good game,5,2025-03-31 08:28:12
Anushka Nayanatharu,Good .,2,2025-03-31 08:27:49
Chander bhan Bhan,very Lage,1,2025-03-31 08:20:22
Naman Joshi,I want a Uttarakhand (India) subway surfer .,5,2025-03-31 08:19:44
MAXWELL JUMBO (MaSsi MiLiAnO),nice game 🎮,5,2025-03-31 08:17:14
Papa Myo,I LIKE IT SOOO MUCH!!!!!!,5,2025-03-31 08:16:58
Sameer Qamar,I am returning in game this time nice graphics of game .I am playing this game.,5,2025-03-31 08:13:33
Satyam Tyagi,nice game,5,2025-03-31 08:13:23
Zain Patras,Best Experience and Explore world 🌍,5,2025-03-31 08:09:57
Koushik Banerjee (Riku),This game is very entertaining.,5,2025-03-31 08:09:50
Vaibhav Bansal,best game for Running,5,2025-03-31 08:09:09
Santoke Muungwana,it's good,4,2025-03-31 08:07:09
Siya Shelke,nice,5,2025-03-31 08:04:19
Harshita Raj,this is my favourite game this is a perfect game 🎮,5,2025-03-31 08:02:03
Dev Choudhary,Good,5,2025-03-31 08:01:07
Manu Mishra,intresting,5,2025-03-31 07:59:17
nidhi mishra,"🩷The new updates are always crazy, especially the idea of ""Watch 10 ads anywhere and get rewards!"" It's probably a genius idea! The season hunt, events, characters, hoverboards, achievements are all my favourite! A fun offline game that you can play. Free as well. Only when you have to watch it, you will get ads ofc. But honestly, it's better than overrated games. This game is underrated💗💖I love this game too much that I cannot explain it💕",5,2025-03-31 07:58:09
gonsh roy,আমি এখন সাধু হয়ে গেছি তাই এই গেমটা খেলছি,5,2025-03-31 07:56:32
Salma banu Banu,very good,5,2025-03-31 07:52:36
Shaik mahammad Sohail,good game for timepass,5,2025-03-31 07:49:20
Christian Owusu,the game is good,5,2025-03-31 07:49:17
Medhansh Singh,what a game !! I really like this game,5,2025-03-31 07:48:12
Saima Ali,gud for kids and adults ★★★★★,5,2025-03-31 07:46:08
Indu Shukla,best game ever I had played . Hats off to the maker of this game,5,2025-03-31 07:43:43
Jaya Sakthika,very super game❤️❤️❤️,5,2025-03-31 07:43:12
Shaikh Islam,this game is so interesting,5,2025-03-31 07:38:45
rizwan bashir,Love,5,2025-03-31 07:34:36
Chetan Chahar,🏃🖤🖤🖤🖤👿👿👿👿,5,2025-03-31 07:31:18
gugulothu Jhansi,ok,5,2025-03-31 07:30:00
Naseem Khan,This is a best game of a world,5,2025-03-31 07:28:01
Shreya maruti,most precious game,5,2025-03-31 07:27:30
Emma Watkins,subway surfers is so good,5,2025-03-31 07:25:01
Denise,this game is nice but I think they should put more double jumps in the game but ya it's fun when you even on long rides,3,2025-03-31 07:24:44
Baran,عالی بود ممنون,5,2025-03-31 07:23:13
Eaint Khant Khant Maung,Nice game!,5,2025-03-31 07:20:43
M N Jeyasudha,good,5,2025-03-31 07:16:56
Abhay Sharma,Best Game and nice,5,2025-03-31 07:15:18
Studio Gamer,Nostalgia,5,2025-03-31 07:15:00
Akoju Padmavathi,mind relief game 😍,5,2025-03-31 07:13:21
Nivetha,super game,5,2025-03-31 07:08:51
Rinki Bhatia,good hhhhggg,5,2025-03-31 07:08:25
Obi Benneth,good game 🎮,5,2025-03-31 07:08:16
Virendra Yadav,"Such a fun game, but I would like if they add more free surfers every event and more powerups and different subway patterns",5,2025-03-31 07:07:53
Shubham Kesarwani,this game was very nice,5,2025-03-31 07:07:52
Md Meraj,it is very good game I rate this 📈📊,5,2025-03-31 07:06:56
Jillela Kumar,guddha paligi poindhi gamee,5,2025-03-31 07:04:33
Amrit Kumar,SUbway surfers new mod,5,2025-03-31 07:02:22
Samiya Kamran,this game is very nice. l like this game. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍🖖👍👍👍👍👍👍👍👍👍👍👍👌,5,2025-03-31 06:58:30
Nailakhan Naila,amazing game my score is 1000 million,5,2025-03-31 06:58:26
Dakalo Tshivhase,great love it,5,2025-03-31 06:56:13
Rupali Patil,so cool 😎 I love it...,5,2025-03-31 06:55:05
Bini VS,cool💙💙💙💙💙💙💙💙,5,2025-03-31 06:52:59
Sudatta Roy Mahapatra panda,it's tremendously beautiful,5,2025-03-31 06:51:50
Shyam Gupta,This is a good game,4,2025-03-31 06:48:36
Purvesh Dhande,this is very hard but Very good game !,5,2025-03-31 06:47:46
Sagar Singh,it is very interesting game. so many player endless season.. the only problem is a lot of ads.. other wise it is a good game.,5,2025-03-31 06:46:50
Muhammad Suleman,The best game for everyone for time pass,5,2025-03-31 06:46:34
Ali Mazeh,this game is really very good.It makes your day happy,5,2025-03-31 06:45:42
Pragya sharma,meh,3,2025-03-31 06:43:53
TiAbasi Essien,IT'S PURELY SENSATIONAL!!!,5,2025-03-31 06:43:31
Izzan Iskandar M Zulqarnain,Cool,4,2025-03-31 06:41:01
Elaiyaraja R,it was interesting to play,5,2025-03-31 06:40:48
Ezugwu Blessing,"it is as easy as 123 🇳🇬 ,i have been playing for over 7 years💜",5,2025-03-31 06:39:11
Ethan Kimathi,this game is perfect 👌,5,2025-03-31 06:38:13
Zakaria Suban,i ❤ s.s,5,2025-03-31 06:35:07
Sulochana Kulothungan,it's a very good game. it's very fun and dynamic.,5,2025-03-31 06:34:59
Anushka Burade,nice,5,2025-03-31 06:34:31
Seema Sangeeta,I enjoy this game everyday amazing game great👍,4,2025-03-31 06:34:09
Dr Balaram Tripathy,very nice timepass,5,2025-03-31 06:32:28
Noth França,THIS GAME IS GREAT 🤩🤩🤩,5,2025-03-31 06:32:24
Hemali Gunasekera,"Its fun and it helps with my reaction time, gooid game :D :)",5,2025-03-31 06:31:25
Viju Vijayan,So good but you wand to do the jumbling shoes some higher than old,5,2025-03-31 06:31:21
GS Killer,is good,5,2025-03-31 06:30:03
Poonam Saini,i like this game because it is offline and t and best game for traveling,5,2025-03-31 06:28:32
jayati Man,very enjoyable 😸😄🙆🌷🌺🌸💐🌼🍀🌈🏝️🏖️🏞️🌬️,5,2025-03-31 06:26:15
Major Singh,This game is very interesting it's very nice game especially when you are getting bored you can play this game overall I liked this game very much 😊😇,5,2025-03-31 06:26:06
Minakshi Dhiman,very bad,1,2025-03-31 06:25:26
Noble Pascal,It's a very fun game actually,3,2025-03-31 06:22:09
Gitesh Earn,good,5,2025-03-31 06:19:18
Kareem Salah,"awesome my brother plays it, super awesome!",5,2025-03-31 06:18:58
Amuru subbarayudu Subbarayudu,super game,4,2025-03-31 06:15:44
Ajna Kk,it's very good,5,2025-03-31 06:10:02
Zaheer Ul Islam Usama,my favorite game,5,2025-03-31 06:09:24
SawdaLover,"Great Game Ever seen But bring Legacies like Dubai,Rome,Saó paóló,Singapore,Transylvania and more",5,2025-03-31 06:08:34
Swati Namdeo,"tell me one person who thinks subway surfers is bad. that's right, NO ONE. best og game ever and i hope it stays that way.",5,2025-03-31 06:07:32
Pearl Missoumamanga,everyone knows this banger,5,2025-03-31 06:06:29
vidhya,very good,5,2025-03-31 06:05:18
Janet Wanjiru,"I love how Subway Surfers just added a new season! It's like adventurous and teaches you fast reflexes , I like when you have the chance to enter new worlds like how Yutani (the game character) tried to make a candy volcano then it just erupted! Keep doing the good and interesting job Subway Surfers!😁",5,2025-03-31 06:04:55
Jonising Bo,nice,5,2025-03-31 06:04:36
SHYAMA DEVI,omg very nice game,5,2025-03-31 06:03:24
Vinodbhai Prajapati,game is wonderful 👍 🎮,5,2025-03-31 06:02:49
Lakshya Singh,This is an excellent game for child,5,2025-03-31 06:01:01
Onamika Ony,Wait my easter Edinburgh update is not coming when I come here there show no update point just only uninstall and play please fix this I want this update for me,5,2025-03-31 05:58:17
Mehak Dhillon,excellent,5,2025-03-31 05:57:58
Muskan Soni,good,5,2025-03-31 05:56:28
Sangeeta Thakur,awesome bye,5,2025-03-31 05:55:56
Plessy,This game is wonderful. I 💗 this game. I've been playing this game since i was 6 and i never got bored while playing subway surfers💖.,5,2025-03-31 05:55:15
Prince Shah,this is a wonderful game to best experience,5,2025-03-31 05:55:02
